Blacks-wins,174,161
Whites-wins,172,270
Blacks-wins,262,216
Blacks-wins,308,209
Whites-wins,193,194
Whites-wins,317,569
Whites-wins,136,197
Blacks-wins,375,171
Blacks-wins,259,176
Whites-wins,163,423
Whites-wins,383,480
Whites-wins,186,261
Whites-wins,124,235
Blacks-wins,527,384
Whites-wins,212,227
Whites-wins,330,342
Blacks-wins,402,243
Whites-wins,153,187
Blacks-wins,253,165
Blacks-wins,320,210
Blacks-wins,332,191
Blacks-wins,318,142
Whites-wins,238,249
Blacks-wins,187,167
Blacks-wins,315,168
Whites-wins,179,225
Whites-wins,183,222
Blacks-wins,330,131
Blacks-wins,253,179
Blacks-wins,233,82
Blacks-wins,215,202
Blacks-wins,264,161
Whites-wins,320,352
Blacks-wins,434,369
Whites-wins,98,199
Blacks-wins,182,85
Blacks-wins,255,243
Blacks-wins,313,167
Blacks-wins,233,98
Blacks-wins,396,181
Whites-wins,233,352
Whites-wins,257,271
Blacks-wins,366,129
Blacks-wins,256,138
Blacks-wins,270,120
Whites-wins,205,324
Blacks-wins,354,247
Blacks-wins,482,370
Whites-wins,140,394
Whites-wins,365,394
Whites-wins,110,303
Blacks-wins,411,179
Blacks-wins,231,144
Blacks-wins,317,141
Blacks-wins,169,155
Whites-wins,280,311
Whites-wins,330,417
Blacks-wins,247,225
Blacks-wins,346,151
Blacks-wins,254,204
Blacks-wins,431,288
Whites-wins,174,217
Whites-wins,278,344
Whites-wins,182,398
Blacks-wins,392,318
Blacks-wins,159,152
Blacks-wins,509,326
Blacks-wins,537,349
Blacks-wins,420,281
Blacks-wins,240,187
Blacks-wins,295,228
Whites-wins,172,323
Whites-wins,77,325
Blacks-wins,486,414
Whites-wins,265,266
Whites-wins,546,616
Blacks-wins,334,272
Whites-wins,472,483
Whites-wins,312,321
Blacks-wins,352,178
Whites-wins,179,206
Blacks-wins,372,209
Blacks-wins,423,113
Whites-wins,249,351
Blacks-wins,402,86
Blacks-wins,333,238
Whites-wins,252,277
Blacks-wins,403,97
Blacks-wins,493,202
Whites-wins,306,368
Blacks-wins,334,204
Blacks-wins,255,229
Blacks-wins,437,167
Blacks-wins,289,202
Whites-wins,223,322
Blacks-wins,413,384
Blacks-wins,207,116
Blacks-wins,373,174
Whites-wins,233,452
Whites-wins,443,489
Whites-wins,198,363
Whites-wins,174,188
Whites-wins,197,532
Whites-wins,88,327
Whites-wins,332,340
Blacks-wins,306,269
Blacks-wins,346,324
Blacks-wins,408,103
Whites-wins,89,271
Blacks-wins,322,183
Whites-wins,221,366
Blacks-wins,395,178
Whites-wins,211,403
Blacks-wins,275,124
Whites-wins,335,404
Whites-wins,145,230
Blacks-wins,238,105
Blacks-wins,356,330
Blacks-wins,452,214
Whites-wins,370,372
Whites-wins,51,407
Whites-wins,293,298
Blacks-wins,228,133
Blacks-wins,269,84
Blacks-wins,390,270
Blacks-wins,241,80
Whites-wins,137,392
Whites-wins,86,156
Whites-wins,168,445
Blacks-wins,261,157
Blacks-wins,241,44
Blacks-wins,339,321
Blacks-wins,236,146
Whites-wins,164,410
Whites-wins,84,223
Blacks-wins,255,204
Whites-wins,225,358
Blacks-wins,314,231
Whites-wins,149,274
Blacks-wins,230,103
Blacks-wins,331,157
Blacks-wins,274,121
Whites-wins,296,362
Blacks-wins,333,327
Whites-wins,161,235
Whites-wins,204,323
Blacks-wins,515,367
Whites-wins,166,462
Whites-wins,203,304
Whites-wins,170,421
Blacks-wins,237,126
Whites-wins,371,388
Whites-wins,114,257
Blacks-wins,311,208
Whites-wins,134,381
Whites-wins,197,211
Whites-wins,105,341
Blacks-wins,583,326
Blacks-wins,415,409
Whites-wins,117,448
Blacks-wins,286,146
Blacks-wins,280,165
Blacks-wins,223,137
Blacks-wins,385,121
Blacks-wins,281,206
Whites-wins,219,327
Whites-wins,191,227
Blacks-wins,197,177
Blacks-wins,230,120
Blacks-wins,434,407
Blacks-wins,381,151
Blacks-wins,626,259
Blacks-wins,274,184
Whites-wins,114,475
Whites-wins,136,166
Blacks-wins,216,199
Whites-wins,253,275
Whites-wins,129,250
Blacks-wins,198,43
Blacks-wins,435,218
Whites-wins,124,322
Blacks-wins,354,348
Whites-wins,133,200
Whites-wins,100,193
Blacks-wins,476,201
Whites-wins,172,312
Blacks-wins,208,105
Whites-wins,158,460
Whites-wins,109,194
Whites-wins,341,538
Whites-wins,216,256
Blacks-wins,315,273
Whites-wins,323,355
Blacks-wins,203,180
Blacks-wins,423,151
Whites-wins,226,454
Whites-wins,177,392
Whites-wins,139,417
Blacks-wins,427,162
Whites-wins,94,174
Blacks-wins,180,80
Whites-wins,182,305
Blacks-wins,210,203
Blacks-wins,148,133
Whites-wins,70,235
Blacks-wins,201,185
Whites-wins,263,275
Blacks-wins,538,428
Whites-wins,263,379
Whites-wins,317,356
Blacks-wins,267,141
Blacks-wins,224,140
Blacks-wins,415,392
Blacks-wins,326,286
Blacks-wins,523,301
Whites-wins,182,217
Blacks-wins,342,339
Blacks-wins,77,76
Blacks-wins,329,150
Whites-wins,118,280
Blacks-wins,350,156
Blacks-wins,417,284
Blacks-wins,445,431
Blacks-wins,580,279
Whites-wins,173,201
Whites-wins,230,386
Whites-wins,157,173
Blacks-wins,260,213
Whites-wins,191,293
Blacks-wins,238,170
Whites-wins,198,356
Whites-wins,114,115
Blacks-wins,208,111
Whites-wins,50,336
Whites-wins,84,284
Blacks-wins,332,85
Whites-wins,190,276
Blacks-wins,262,123
Whites-wins,163,306
Blacks-wins,296,201
Whites-wins,168,282
Blacks-wins,318,233
Blacks-wins,401,154
Blacks-wins,377,242
Blacks-wins,350,186
Whites-wins,156,158
Whites-wins,192,314
Whites-wins,273,482
Blacks-wins,196,172
Blacks-wins,329,97
Whites-wins,254,284
Whites-wins,180,191
Whites-wins,393,416
Blacks-wins,359,155
Whites-wins,349,366
Whites-wins,215,234
Blacks-wins,407,229
Whites-wins,178,428
Whites-wins,168,593
Whites-wins,188,367
Whites-wins,174,348
Blacks-wins,278,199
Blacks-wins,606,243
Blacks-wins,186,174
Whites-wins,218,264
Blacks-wins,264,130
Whites-wins,252,310
Blacks-wins,260,233
Whites-wins,89,250
Blacks-wins,399,166
Blacks-wins,218,153
Blacks-wins,357,185
Blacks-wins,287,242
Blacks-wins,303,282
Blacks-wins,400,226
Whites-wins,113,340
Whites-wins,124,318
Blacks-wins,343,195
Whites-wins,265,285
Blacks-wins,202,143
Whites-wins,155,186
Blacks-wins,227,173
Blacks-wins,519,290
Whites-wins,170,275
Blacks-wins,335,249
Whites-wins,90,326
Blacks-wins,235,115
Whites-wins,349,360
Blacks-wins,531,317
Blacks-wins,310,267
Whites-wins,233,259
Blacks-wins,272,250
Whites-wins,297,400
Whites-wins,232,293
Blacks-wins,249,203
Blacks-wins,293,234
Blacks-wins,293,185
Whites-wins,225,324
Blacks-wins,296,177
Blacks-wins,324,277
Blacks-wins,408,372
Blacks-wins,275,234
Blacks-wins,211,183
Whites-wins,143,441
Blacks-wins,553,196
Blacks-wins,425,285
Blacks-wins,461,162
Blacks-wins,233,205
Whites-wins,451,576
Whites-wins,161,189
Blacks-wins,388,124
Whites-wins,189,289
Whites-wins,263,320
Blacks-wins,224,216
Whites-wins,183,287
Blacks-wins,317,205
Blacks-wins,389,238
Blacks-wins,409,135
Blacks-wins,460,341
Whites-wins,224,357
Blacks-wins,288,103
Blacks-wins,305,105
Whites-wins,262,530
Tie-wins,300,300
Blacks-wins,542,417
Blacks-wins,235,87
Whites-wins,174,388
Whites-wins,76,277
Blacks-wins,347,215
Whites-wins,341,367
Blacks-wins,414,289
Whites-wins,170,186
Whites-wins,186,368
Whites-wins,162,396
Whites-wins,259,497
Blacks-wins,166,163
Blacks-wins,351,267
Blacks-wins,247,201
Blacks-wins,517,273
Blacks-wins,206,198
Blacks-wins,454,135
Whites-wins,154,360
Blacks-wins,530,326
Blacks-wins,405,273
Whites-wins,161,338
Blacks-wins,325,302
Whites-wins,379,424
Blacks-wins,390,195
Blacks-wins,275,209
Blacks-wins,360,260
Whites-wins,207,409
Whites-wins,113,177
Blacks-wins,537,254
Whites-wins,115,239
Whites-wins,230,262
Whites-wins,173,236
Blacks-wins,411,147
Whites-wins,268,521
Blacks-wins,281,202
Blacks-wins,267,161
Whites-wins,239,380
Whites-wins,193,358
Blacks-wins,511,204
Blacks-wins,136,73
Whites-wins,188,247
Blacks-wins,210,136
Blacks-wins,397,272
Whites-wins,182,482
Blacks-wins,295,131
Blacks-wins,254,78
Blacks-wins,246,124
Whites-wins,304,365
Whites-wins,117,375
Whites-wins,211,273
Whites-wins,299,412
Whites-wins,69,384
Whites-wins,147,306
Whites-wins,257,311
Whites-wins,174,524
Whites-wins,126,573
Blacks-wins,171,125
Blacks-wins,386,291
Whites-wins,215,219
Whites-wins,96,255
Whites-wins,220,371
Blacks-wins,195,167
Blacks-wins,338,320
Blacks-wins,550,294
Blacks-wins,442,255
Blacks-wins,430,313
Whites-wins,266,319
Whites-wins,51,214
Blacks-wins,515,243
Blacks-wins,297,293
Whites-wins,165,225
Blacks-wins,303,265
Whites-wins,221,330
Blacks-wins,401,112
Whites-wins,213,241
Blacks-wins,249,188
Blacks-wins,344,196
Blacks-wins,400,253
Whites-wins,272,365
Blacks-wins,551,328
Blacks-wins,253,156
Whites-wins,178,488
Blacks-wins,246,202
Blacks-wins,424,369
Whites-wins,248,387
Whites-wins,144,322
Blacks-wins,235,200
Blacks-wins,596,185
Blacks-wins,292,262
Whites-wins,76,254
Whites-wins,296,335
Blacks-wins,347,233
Whites-wins,191,329
Whites-wins,346,437
Whites-wins,207,268
Blacks-wins,372,106
Blacks-wins,293,195
Blacks-wins,236,198
Blacks-wins,512,317
Whites-wins,268,269
Whites-wins,50,305
Blacks-wins,252,177
Whites-wins,131,414
Whites-wins,307,487
Blacks-wins,184,94
Blacks-wins,222,205
Whites-wins,293,371
Whites-wins,352,420
Whites-wins,396,439
Whites-wins,140,164
Blacks-wins,248,225
Whites-wins,125,158
Whites-wins,315,319
Whites-wins,171,180
Blacks-wins,208,172
Blacks-wins,408,88
Whites-wins,217,337
Whites-wins,380,400
Blacks-wins,232,84
Blacks-wins,207,155
Whites-wins,142,277
Whites-wins,118,227
Whites-wins,185,247
Blacks-wins,466,263
Whites-wins,138,289
Blacks-wins,318,199
Blacks-wins,308,215
Whites-wins,126,253
Blacks-wins,225,144
Blacks-wins,189,135
Blacks-wins,202,151
Blacks-wins,215,201
Whites-wins,237,280
Blacks-wins,264,141
Blacks-wins,299,95
Whites-wins,215,295
Whites-wins,469,470
Blacks-wins,258,189
Whites-wins,132,189
Blacks-wins,349,67
Whites-wins,340,438
Blacks-wins,477,205
Blacks-wins,315,166
Whites-wins,157,189
Blacks-wins,456,254
Whites-wins,84,303
Blacks-wins,342,236
Whites-wins,130,241
Blacks-wins,399,359
Blacks-wins,417,167
Whites-wins,128,330
Blacks-wins,288,191
Whites-wins,166,422
Blacks-wins,446,245
Blacks-wins,238,142
Blacks-wins,440,333
Blacks-wins,213,171
Whites-wins,308,352
Whites-wins,167,221
Whites-wins,255,348
Blacks-wins,355,232
Whites-wins,366,423
Blacks-wins,329,72
Whites-wins,359,490
Blacks-wins,356,272
Whites-wins,259,309
Whites-wins,267,471
Whites-wins,152,290
Blacks-wins,336,182
Blacks-wins,192,178
Blacks-wins,206,187
Blacks-wins,336,226
Whites-wins,154,193
Blacks-wins,279,253
Whites-wins,305,547
Blacks-wins,396,198
Blacks-wins,327,264
Whites-wins,121,223
Blacks-wins,257,103
Whites-wins,191,364
Blacks-wins,290,283
Blacks-wins,228,191
Whites-wins,142,418
Whites-wins,159,169
Blacks-wins,347,283
Whites-wins,135,330
Whites-wins,241,285
Whites-wins,350,371
Blacks-wins,414,139
Whites-wins,181,425
Blacks-wins,322,166
Whites-wins,117,325
Blacks-wins,331,207
Whites-wins,217,396
Whites-wins,356,520
Whites-wins,121,256
Blacks-wins,209,134
Blacks-wins,252,79
Blacks-wins,226,124
Blacks-wins,231,105
Blacks-wins,399,124
Blacks-wins,284,175
Whites-wins,252,494
Blacks-wins,325,247
Blacks-wins,341,236
Blacks-wins,199,197
Whites-wins,139,313
Blacks-wins,262,253
Blacks-wins,228,218
Whites-wins,142,236
Whites-wins,50,226
Blacks-wins,171,94
Whites-wins,72,261
Whites-wins,180,254
Whites-wins,173,185
Blacks-wins,394,216
Whites-wins,88,247
Blacks-wins,371,192
Whites-wins,130,288
Whites-wins,208,397
Whites-wins,302,383
Whites-wins,319,536
Whites-wins,242,326
Whites-wins,85,354
Blacks-wins,301,201
Blacks-wins,393,371
Whites-wins,120,179
Whites-wins,224,403
Blacks-wins,134,88
Blacks-wins,375,75
Blacks-wins,243,122
Blacks-wins,355,91
Whites-wins,117,515
Blacks-wins,328,182
Whites-wins,179,267
Whites-wins,165,246
Blacks-wins,303,153
Blacks-wins,356,315
Whites-wins,275,322
Blacks-wins,221,181
Whites-wins,204,213
Blacks-wins,296,216
Blacks-wins,278,187
Whites-wins,114,546
Whites-wins,97,297
Blacks-wins,326,194
Whites-wins,288,339
Whites-wins,199,252
Whites-wins,146,166
Whites-wins,199,543
Whites-wins,200,253
Blacks-wins,315,149
Blacks-wins,297,108
Blacks-wins,217,146
Whites-wins,254,456
Whites-wins,251,258
Blacks-wins,349,146
Blacks-wins,316,188
Whites-wins,140,357
Blacks-wins,461,228
Whites-wins,133,283
Whites-wins,75,308
Blacks-wins,240,140
Whites-wins,299,402
Whites-wins,254,388
Whites-wins,318,426
Blacks-wins,493,106
Whites-wins,223,252
Blacks-wins,406,235
Whites-wins,283,310
Blacks-wins,555,412
Blacks-wins,203,199
Whites-wins,189,225
Blacks-wins,262,126
Blacks-wins,342,163
Whites-wins,158,241
Blacks-wins,513,228
Blacks-wins,324,249
Whites-wins,226,304
Whites-wins,168,319
Blacks-wins,390,109
Whites-wins,120,171
Blacks-wins,422,108
Whites-wins,122,391
Whites-wins,182,283
Whites-wins,191,235
Whites-wins,203,253
Whites-wins,75,236
Whites-wins,219,225
Blacks-wins,318,212
Whites-wins,211,234
Blacks-wins,394,138
Whites-wins,120,194
Blacks-wins,469,176
Blacks-wins,316,194
Whites-wins,161,241
Blacks-wins,324,251
Whites-wins,286,395
Whites-wins,249,290
Whites-wins,103,234
Whites-wins,235,328
Whites-wins,80,340
Whites-wins,189,492
Whites-wins,183,188
Blacks-wins,570,326
Whites-wins,191,226
Blacks-wins,426,332
Whites-wins,134,223
Whites-wins,271,347
Whites-wins,362,403
Whites-wins,221,222
Whites-wins,233,420
Blacks-wins,352,330
Whites-wins,220,248
Whites-wins,132,595
Whites-wins,193,206
Blacks-wins,308,223
Whites-wins,195,362
Blacks-wins,302,176
Whites-wins,238,487
Blacks-wins,233,213
Whites-wins,310,316
Blacks-wins,262,189
Whites-wins,366,376
Blacks-wins,299,169
Blacks-wins,567,231
Blacks-wins,221,102
Blacks-wins,347,249
Whites-wins,260,291
Blacks-wins,352,150
Whites-wins,160,179
Whites-wins,154,158
Whites-wins,127,179
Whites-wins,117,255
Whites-wins,225,269
Blacks-wins,178,102
Whites-wins,160,208
Whites-wins,165,246
Blacks-wins,415,351
Blacks-wins,265,160
Blacks-wins,206,114
Whites-wins,297,385
Whites-wins,236,473
Whites-wins,148,365
Blacks-wins,216,148
Blacks-wins,388,284
Whites-wins,197,298
Whites-wins,167,304
Blacks-wins,316,159
Blacks-wins,585,193
Blacks-wins,425,157
Blacks-wins,398,376
Blacks-wins,315,255
Blacks-wins,445,218
Blacks-wins,359,127
Whites-wins,239,358
Whites-wins,107,180
Blacks-wins,272,156
Whites-wins,226,330
Blacks-wins,193,122
Whites-wins,81,302
Blacks-wins,303,238
Whites-wins,249,280
Whites-wins,172,344
Blacks-wins,245,225
Whites-wins,310,342
Blacks-wins,169,125
Whites-wins,171,331
Whites-wins,288,329
Blacks-wins,117,109
Blacks-wins,582,113
Whites-wins,242,351
Blacks-wins,297,159
Blacks-wins,300,271
Whites-wins,240,646
Whites-wins,255,278
Whites-wins,254,284
Blacks-wins,167,162
Whites-wins,176,379
Blacks-wins,212,97
Whites-wins,290,360
Blacks-wins,326,117
Blacks-wins,323,277
Blacks-wins,344,154
Blacks-wins,490,301
Blacks-wins,333,109
Whites-wins,204,294
Blacks-wins,192,179
Whites-wins,143,336
Whites-wins,254,403
Blacks-wins,162,103
Blacks-wins,460,133
Whites-wins,307,431
Whites-wins,68,282
Whites-wins,166,274
Whites-wins,224,245
Blacks-wins,360,181
Blacks-wins,356,243
Whites-wins,94,185
Blacks-wins,180,174
Blacks-wins,277,229
Blacks-wins,272,229
Whites-wins,175,292
Whites-wins,229,257
Whites-wins,136,266
Blacks-wins,387,208
Blacks-wins,364,294
Whites-wins,224,282
Whites-wins,250,302
Whites-wins,199,417
Blacks-wins,358,215
Blacks-wins,301,209
Whites-wins,158,309
Blacks-wins,237,190
Whites-wins,340,385
Tie-wins,244,244
Whites-wins,294,366
Whites-wins,252,277
Whites-wins,146,364
Blacks-wins,259,129
Whites-wins,340,408
Whites-wins,188,410
Whites-wins,366,444
Blacks-wins,422,357
Whites-wins,266,299
Whites-wins,112,189
Blacks-wins,348,159
Blacks-wins,215,117
Blacks-wins,372,194
Blacks-wins,234,201
Blacks-wins,445,336
Blacks-wins,196,87
Whites-wins,172,306
Blacks-wins,623,271
Blacks-wins,481,178
Whites-wins,288,377
Whites-wins,298,389
Blacks-wins,437,189
Whites-wins,205,468
Whites-wins,186,201
Whites-wins,139,277
Whites-wins,273,536
