Whites-wins,3150,3294
Blacks-wins,3066,2904
Whites-wins,2171,2344
Blacks-wins,2495,2195
Whites-wins,2074,3806
Whites-wins,1847,2693
Blacks-wins,2246,1882
Whites-wins,2736,3194
Whites-wins,2788,4463
Whites-wins,3995,4260
Blacks-wins,3099,2210
Whites-wins,3044,3428
Whites-wins,1487,1740
Blacks-wins,3225,1788
Blacks-wins,3440,2617
Whites-wins,1981,4630
Whites-wins,2133,4473
Whites-wins,2570,2859
Whites-wins,1810,1920
Whites-wins,2877,4213
Blacks-wins,3774,3191
Blacks-wins,2163,1555
Whites-wins,2227,2956
Blacks-wins,3132,2182
Whites-wins,1611,2175
Whites-wins,1842,2396
Blacks-wins,5656,3116
Whites-wins,4132,4246
Whites-wins,4470,5428
Whites-wins,1654,2985
Whites-wins,2403,3424
Blacks-wins,2557,2361
Whites-wins,2506,3557
Whites-wins,1690,2401
Whites-wins,1974,3040
Blacks-wins,3163,2420
Whites-wins,1537,3299
Blacks-wins,2611,2435
Blacks-wins,4381,3069
Blacks-wins,2686,1912
Whites-wins,3250,4496
Whites-wins,1760,4324
Blacks-wins,5505,1886
Blacks-wins,4801,2371
Whites-wins,2901,3658
Blacks-wins,2923,2310
Whites-wins,3448,3811
Whites-wins,2651,3052
Whites-wins,4242,4993
Whites-wins,2403,4424
Blacks-wins,2244,2174
Whites-wins,2213,3580
Whites-wins,2507,4589
Whites-wins,2807,3762
Whites-wins,2254,2633
Whites-wins,3766,5229
Blacks-wins,2890,2408
Whites-wins,1345,2363
Whites-wins,2169,2261
Whites-wins,2093,3039
Whites-wins,2558,5366
Blacks-wins,2796,2190
Blacks-wins,2711,2680
Blacks-wins,3164,2995
Blacks-wins,3715,1669
Blacks-wins,3757,3305
Whites-wins,2661,2952
Whites-wins,3501,4635
Whites-wins,2132,3028
Blacks-wins,3151,2010
Whites-wins,2445,3379
Blacks-wins,4577,3159
Whites-wins,2938,4931
Whites-wins,2052,2430
Whites-wins,1745,3028
Whites-wins,3042,3817
Whites-wins,2042,3033
Whites-wins,2396,5081
Whites-wins,2063,3991
Whites-wins,2507,5223
Whites-wins,2216,3479
Blacks-wins,4087,2451
Blacks-wins,5357,2745
Blacks-wins,3297,958
Whites-wins,1231,2814
Whites-wins,3542,5960
Whites-wins,2409,2670
Whites-wins,2705,3226
Whites-wins,2485,3215
Whites-wins,2089,3596
Blacks-wins,4052,3431
Blacks-wins,3321,3016
Blacks-wins,3767,2891
Blacks-wins,3205,1706
Whites-wins,2456,3656
Whites-wins,3822,5046
Blacks-wins,4332,4276
Blacks-wins,4679,2576
Whites-wins,2181,2404
Whites-wins,3276,4248
Blacks-wins,5720,3703
Whites-wins,1935,3162
Whites-wins,2500,3538
Blacks-wins,3368,2260
Blacks-wins,2146,1750
Whites-wins,2898,4962
Whites-wins,2286,2446
Whites-wins,1926,3188
Blacks-wins,4509,1565
Blacks-wins,3066,2718
Whites-wins,1843,2721
Blacks-wins,3628,1907
Whites-wins,2194,3574
Blacks-wins,3391,2360
Blacks-wins,3590,3089
Blacks-wins,2833,1650
Blacks-wins,2219,1682
Whites-wins,1286,2709
Blacks-wins,3057,2551
Blacks-wins,3261,2966
Whites-wins,1918,2093
Blacks-wins,3275,2965
Whites-wins,1737,2777
Blacks-wins,1721,1480
Whites-wins,2269,2902
Whites-wins,2719,3530
Whites-wins,2543,4483
Whites-wins,3441,3497
Whites-wins,1885,2305
Whites-wins,2193,3317
Whites-wins,2874,3675
Whites-wins,2560,2683
Whites-wins,3147,6085
Blacks-wins,2749,2125
Whites-wins,1749,4299
Whites-wins,1581,4063
Whites-wins,2900,4449
Whites-wins,1567,3152
Blacks-wins,3574,3110
Blacks-wins,3892,3026
Whites-wins,1573,3283
Whites-wins,1960,2749
Whites-wins,2030,2705
Whites-wins,3326,3814
Whites-wins,2775,4472
Whites-wins,2192,3395
Blacks-wins,3960,3201
Blacks-wins,3997,2833
Whites-wins,2480,3690
Whites-wins,1381,4213
Whites-wins,2427,3699
Whites-wins,2947,4060
Whites-wins,2192,3013
Whites-wins,3578,4739
Blacks-wins,1531,1418
Blacks-wins,5080,2556
Whites-wins,2390,3790
Whites-wins,1594,4953
Blacks-wins,3039,2450
Whites-wins,1970,3466
Blacks-wins,3906,2117
Blacks-wins,3970,3063
Blacks-wins,4538,3240
Whites-wins,1719,2774
Whites-wins,2380,2953
Whites-wins,1995,2722
Whites-wins,2427,4418
Whites-wins,2031,3476
Whites-wins,2826,3033
Blacks-wins,2350,2201
Blacks-wins,2335,1973
Blacks-wins,2353,1106
Whites-wins,2431,4587
Blacks-wins,4185,2505
Whites-wins,3568,4678
Whites-wins,3069,3857
Whites-wins,1704,3519
Whites-wins,2155,4479
Whites-wins,2757,5741
Whites-wins,1504,4640
Whites-wins,2218,3259
Blacks-wins,4028,2410
Blacks-wins,3195,1671
Blacks-wins,3293,3111
Whites-wins,1963,3883
Blacks-wins,2632,1618
Whites-wins,2593,3764
Whites-wins,3046,3528
Blacks-wins,3029,2197
Whites-wins,1193,1605
Blacks-wins,3879,2517
Whites-wins,2166,2412
Whites-wins,1496,2305
Whites-wins,2684,2915
Whites-wins,3249,3290
Whites-wins,3484,4097
Blacks-wins,2048,1717
Whites-wins,2844,3320
Blacks-wins,2116,1675
Whites-wins,2058,2270
Blacks-wins,4027,2086
Whites-wins,3444,4880
Blacks-wins,3345,2416
Blacks-wins,3512,1915
Blacks-wins,3299,3215
Blacks-wins,3897,2694
Blacks-wins,4065,3403
Whites-wins,4551,4559
Whites-wins,1617,3799
Blacks-wins,3213,1629
Blacks-wins,3379,2214
Whites-wins,1995,3549
Blacks-wins,3698,2283
Whites-wins,2931,3054
Whites-wins,1853,3208
Whites-wins,2217,3220
Whites-wins,1985,3700
Whites-wins,2120,2979
Blacks-wins,4111,3893
Blacks-wins,3156,2795
Blacks-wins,5289,2715
Whites-wins,2157,2206
Whites-wins,1821,3316
Whites-wins,1899,1935
Whites-wins,5023,5280
Blacks-wins,6280,3365
Whites-wins,3011,3433
Whites-wins,4016,4130
Blacks-wins,4301,4214
Whites-wins,2525,3751
Whites-wins,1914,5054
Blacks-wins,3658,3527
Whites-wins,2886,3518
Blacks-wins,2670,2367
Whites-wins,3075,3521
Whites-wins,4315,5569
Whites-wins,2526,3061
Whites-wins,3145,3154
Whites-wins,2569,2802
Blacks-wins,2427,1991
Whites-wins,1550,2421
Blacks-wins,4510,2742
Whites-wins,2378,2959
Blacks-wins,5254,1924
Whites-wins,1763,2441
Whites-wins,2014,3324
Blacks-wins,3406,2019
Whites-wins,3419,5513
Whites-wins,1729,2261
Whites-wins,2826,5322
Blacks-wins,2823,1810
Blacks-wins,2503,2303
Blacks-wins,2829,2526
Whites-wins,3945,4154
Whites-wins,2943,3732
Blacks-wins,3195,1941
Blacks-wins,3768,2704
Blacks-wins,2325,2275
Whites-wins,1803,2030
Whites-wins,3789,4296
Whites-wins,1973,3411
Whites-wins,2152,3538
Whites-wins,3290,3683
Whites-wins,1851,3029
Whites-wins,2113,2806
Blacks-wins,2707,1719
Whites-wins,2270,4222
Blacks-wins,3444,2181
Whites-wins,2575,3016
Whites-wins,2704,2953
Whites-wins,2647,2656
Whites-wins,1930,2453
Blacks-wins,4898,3163
Whites-wins,2500,3597
Whites-wins,2371,2635
Whites-wins,2481,2606
Blacks-wins,2334,1017
Blacks-wins,3287,3138
Blacks-wins,2672,2653
Whites-wins,2735,3182
Whites-wins,2394,2597
Blacks-wins,2293,1194
Whites-wins,2879,3569
Whites-wins,1910,4170
Blacks-wins,4099,2790
Blacks-wins,4838,2540
Blacks-wins,3658,1492
Whites-wins,3555,3707
Blacks-wins,3002,1808
Blacks-wins,2842,1244
Blacks-wins,2309,2214
Whites-wins,2072,2652
Whites-wins,2312,2829
Blacks-wins,2294,2198
Blacks-wins,2102,1669
Whites-wins,2540,3837
Blacks-wins,4646,3964
Whites-wins,2352,4495
Whites-wins,4000,4542
Whites-wins,1825,2326
Whites-wins,2294,3541
Blacks-wins,3305,1956
Whites-wins,2287,3673
Whites-wins,2788,3697
Whites-wins,2890,3730
Whites-wins,3774,3947
Whites-wins,2787,4814
Blacks-wins,5262,2570
Whites-wins,1514,3765
Whites-wins,1853,3575
Whites-wins,2362,4228
Blacks-wins,1930,1654
Whites-wins,2801,3053
Whites-wins,2025,3127
Whites-wins,2113,2474
Whites-wins,2570,2619
Whites-wins,3076,4051
Whites-wins,1230,4130
Blacks-wins,3315,2624
Blacks-wins,4772,2689
Blacks-wins,3581,1825
Whites-wins,1283,2199
Blacks-wins,4242,2671
Whites-wins,3302,3336
Whites-wins,3002,4368
Blacks-wins,1998,1887
Whites-wins,2838,3140
Blacks-wins,2197,1380
Whites-wins,2199,4340
Whites-wins,2084,2116
Blacks-wins,2868,1713
Blacks-wins,2675,2178
Whites-wins,3139,3579
Whites-wins,2751,5181
Whites-wins,1553,2277
Blacks-wins,2190,1779
Blacks-wins,1839,1302
Blacks-wins,3790,1824
Blacks-wins,2923,2385
Whites-wins,2176,2756
Whites-wins,1493,4403
Blacks-wins,3974,2404
Blacks-wins,2273,1991
Blacks-wins,3369,3210
Blacks-wins,3643,2745
Blacks-wins,3002,2683
Whites-wins,3172,5261
Blacks-wins,4376,2005
Blacks-wins,3760,3010
Blacks-wins,2899,1386
Whites-wins,2477,2999
Whites-wins,2594,4053
Blacks-wins,2791,2480
Whites-wins,2182,3125
Whites-wins,3240,5539
Whites-wins,2726,3151
Blacks-wins,4334,2963
Blacks-wins,3777,2708
Whites-wins,2886,3696
